pi_id,name
94675,Nancy Reed
409250,Janyce Wiebe
409909,Tatsuya Suda
408968,Csaba Andras Moritz
344990,Navin Khaneja
485586,Johnell Brooks
260758,Robert Fornaro
499471,Susan Peric
526637,Albert Esterline
226581,Elizabeth vonMuggenthaler
553568,David Roberts
553633,Tarek Abdelzaher
460643,Sven G. Koenig
485314,Dian Zhou
33854,Steven Chinn
539069,Christodoulos Floudas
134351,Mark Bell
424015,Michael Haney
518095,Xiaofeng Zhu
37090,Yibiao Pan
226268,Rhonda Young
553729,Benjamin Lok
542007,Moses Charikar
225685,Beth Goldstein
529214,Edward Patte
82203,Bruce Simon
532891,Marcia O'Malley
560151,Adam Bossler
483563,Wilson Geisler
470237,Joel Sommers
106370,Takeshi Utsumi
549647,Elisabeth Smela
548382,Feifei Li
538934,Juan Arratia
382745,Matthew Keefer
292522,Mari Heltne
67487,Will Gillett
250640,Ellen Bard
166306,Robert Reynolds
316670,Gyungho Lee
404042,Frances Hellman
390316,Xinyuan Wang
523723,Jennie Si
533490,Laird Malamed
549774,Grigore Rosu
478598,Claire Duggan
386461,Alan Meyer
290077,Xun-Hong Chen
560534,Yixin Chen
116866,Robert Schalkoff
347588,Masoud Sharif
427181,Anthony Joseph
516311,Nathan Lewis
409234,Benjamin Goldberg
385409,Mostafa Bassiouni
381203,Richard Pollack
550026,David Wagner
308739,Steven Steinberg
239677,James L. Stone
413651,John Gabrieli
528453,Rayford Vaughn
490674,Sebastien Goasguen
511512,Robert Simon
547136,Kathryn Johnston
486265,David Karger
553646,Bruno Sinopoli
560895,Alessandra Mileo
564924,Phillip Regalia
516824,Jeffrey Kaye
542042,Behnaam Aazhang
438653,Feng Ouyang
527564,Deborah Fygenson
556357,J. Blair Perot
181052,Shang-Ching Chou
534671,Hayden Huang
303408,Terry Winograd
508959,Guruswaminaidu Ravichandran
464068,George Thiruvathukal
289843,Alisha Malloy
346630,David Samuels
550106,Sanghamitra Roy
425926,Gloria Townsend
33856,Thomas Tacke
517750,Binoy Ravindran
564050,Sairaj Dhople
523548,Dongning Guo
559435,Eyad Abed
520809,Scott Makeig
409042,John-Paul Hosom
545318,Zhihua Qu
40869,Benedict Leimkuhler
495287,Timothy Mount
165391,Lucia Dale
517810,Thad Starner
528215,Oscar Schofield
553472,William Michener
184167,E. Allen Emerson
424067,Siyang Yang
491046,David Steward
343491,James Westall
343372,Lisa Bullard
6481,Tomasz Imielinski
553878,Lorrie Cranor
562966,Richard Wright
508858,Xiaoping Qian
453858,Mahlon Kennicutt
195191,Randall Bush
562973,Christopher Kanich
558105,Malek Adjouadi
476585,Kenneth English
89656,Suzanne Stevenson
539704,Nilanjan Sarkar
57269,Lawrence Levine
15938,Marcia Bates
503850,Mathews Jacob
503130,Daniela Marghitu
437252,Robert Morrison
33587,Ruth Hooten
555580,Alice Agogino
558865,Binhai Zhu
561048,Nirmalya Roy
521577,David Stahl
335750,Marcus Buchner
563719,Taskin Padir
147905,Sue McNeil
359193,Gregory Cole
563330,Thomas Sterling
518585,Aria Nosratinia
170682,Francis Durso
34466,Cordell Green
279941,Surendar Chandra
563512,Juan Lucena
429913,Jan Odegard
447899,Neil Tyson
292527,Jennifer Teig von Hoffman
348553,Mariofanna Milanova
477191,Timothy Ebner
145482,Andrea Danyluk
423553,Kathleen McKeown
556579,William Sullivan
2666,Daniel Chapman
438665,Edmund Durfee
362127,Jennifer Jay
33598,Kenneth Werner
439528,Ali Berrached
483870,Vijay Pande
427569,James Blythe
164310,Paul Gamlin
538714,Anantharaman Kalyanaraman
377649,Eric G. Johnson
550607,Anna Feldman
105204,Ronald Levin
562856,Thamar Solorio
193230,Philip Ulinski
492134,Michael Chertkov
561775,Ganesh Gopalakrishnan
509697,Joseph Wang
354931,Charles Wilson
558550,Jack Dongarra
551013,Anand Raghunathan
225933,Laura Michaelis
451433,Anders Host-Madsen
415194,Frank Lee
436513,Simon Cole
426849,Tricha Anjali
565238,William Scherlis
109588,Thomas Robertazzi
528236,Olac Fuentes
519633,Anthony Lemieux
345426,J Scott Hauger
324828,Laurent Michel
38901,Bruce Mills
496451,Lei Yu
343288,Sandeep Purao
541869,Jamie Callan
325966,Margaret Werner-Washburne
473966,Lenwood Heath
94745,Neil Mendelson
328359,Joseph Wilder
508281,Hosung Nam
92089,Jean Gallier
528676,Gary Holness
105383,Stellan Ohlsson
117194,Bruce Maxim
409197,Akhilesh Tyagi
84110,Thorsten von Eicken
553162,Nikolaos Sidiropoulos
134059,Adam Webber
535880,Reinhard Wilhelm
553725,Michael Bailey
561355,Ralph Johnson
551321,Ibrahim Isler
85115,Charles Eastman
522221,Ben Chang
506614,Paat Rusmevichientong
552861,Winslow Burleson
192265,Edward Lorenz
562921,Phillipa Gill
276066,Brian Helmke
309265,Anand Panangadan
545732,Michael Fuhrer
438750,Wayne Burleson
536933,Steven Jackson
450883,Rolando Somma
446829,Frank McCown
496112,Masayoshi Tomizuka
390528,Zhiyong Xu
246561,Simon Moss
412396,Patrick Tebbe
442377,Guoli Ding
563069,Golam Choudhury
531055,Gregory Hager
30730,G. Anthony Gorry
402370,Mitchell Sommers
550699,Anna Scaglione
499671,Judith Klein
77515,Christof Fetzer
541895,Christopher Carothers
193919,Konrad Slind
397890,Andrea Salgian
321055,Ratko Orlandic
517929,Phoebe Sengers
278132,Sean Wu
432720,Rahul Jain
541933,Guowei Wei
535138,Michael Beyerlein
450619,P. M. Melliar-Smith
421169,Hillol Kargupta
552235,Rahman Tashakkori
483628,Gaetano Borriello
541653,Steven Girvin
486350,Shawn Kelly
124900,Barbara Lerner
409222,Nicole Ellison
463593,Zhenhai Duan
523025,Robin Gerlach
518516,Krishnamoorthy Sivakumar
507725,Carolina Cruz-Neira
276196,Jack McCarthy
343384,Michael Fahy
544250,Matthew Green
109362,Nina Taft-Plotkin
312120,Jinsong Zhang
549466,Jonathon Sensinger
233701,Gwen Littlewort-Ford
527036,Wendi Heinzelman
559216,Ann Cowan
477495,William Messner
114053,Jane Wilhelms
243686,James Lukens
560043,Stephen Wolff
271916,Stephen Lichtenbaum
511725,James Stine
552050,Julia Parrish
374688,Joao Sousa
543507,David Du
525612,Yannis Papakonstantinou
295284,Dimitris Achlioptas
542053,Alan Davis
244108,Richard Kiehl
501915,Alexander Sherstov
412811,John Oliver
346091,Lichun Bao
411375,Maria del Pilar Gomez
518003,Peter Doerschuk
97606,David Dougherty
485580,Nurit Haspel
114350,Costas Tsatsoulis
401872,Amihood Amir
525670,Christopher Grier
267992,Mary Ellen Bargerhuff
30278,Aaron Wyner
169940,Barbara O'Keefe
357689,Nihar Jindal
478365,Sheila Grant
550840,Besma Smida
548220,Christos Faloutsos
406694,Peter Scheuermann
526903,Dawn Song
332462,Gunther Weber
561230,Craig Knoblock
99474,Vicki Helgeson
383836,Barbara Liskov
270323,Terry Moore
451579,Gang Quan
361868,Michael Cummings
520922,Joshua Tenenbaum
355043,Douglas DeCarlo
421228,Dana Ballard
39811,Jeanette Schmidt
380642,Milan Mrksich
508348,Igor Markov
534062,Maneesh Agrawala
528716,Craig Tweedie
558793,James Liao
443290,Emmet James Whitehead
485695,Benton Calhoun
451773,Dmitry Ponomarev
67148,Martin Dubetz
562257,Eugene Vasserman
212567,W. Stephen Wilson
553688,Alex Kirlik
551056,Henry Pfister
531865,Anthony Norcia
344919,George Westerman
433965,John David Smith
330436,Andreas Blass
96209,Steven McCanne
539862,William Schneider
545897,Masoud Agah
561187,Baskar Ganapathysubramanian
520532,Michael Singer
388764,Thomas Stone
261083,Ronald Ferguson
494074,Murali Varanasi
393337,William Noble
178708,Dinesh Verma
97705,Sourav Bhattacharya
490198,Julie Fiez
284315,Qun Liu
547714,Dale Smith
140656,David Rutledge
527052,Christine Julien
560234,Borivoje Nikolic
526841,Saurabh Amin
283354,Bruce Lowekamp
82426,William Chimiak
379851,Simon Giszter
547089,George Barnett
467640,Brian Roark
516823,Tamara Hayes
421414,Larysa Nadolny
292906,Yiming Hu
307792,lennox archibald
33555,Theodore Laabs
85952,arnold thackray
426282,Jan Prins
499736,Michelle Strout
456792,Jean Marc Gawron
312197,Jeremy Frantz
485938,Stephen Freund
152390,Edward McCluskey
516907,Eva Tardos
451118,Songwu Lu
200655,Donovan Evans
523809,Petia Vlahovska
99445,Mary Mills
550549,Leonard Schulman
492285,Susan Larson
538959,Adrian Peter
562939,Steven Ko
416036,Laura Landweber
157430,Dr Luqi
434647,Jonathan Beezley
409138,Markus Schneider
270508,Arun Bansil
541877,O. Peter Buneman
293070,Margarida Jacome
288449,Sidney Karin
394101,Melayne McInnes
167671,Susan Kattwinkel
415078,Aaron Reinholz
491084,Leslie Butler
553364,Iulian Neamtiu
533875,W. Richards Adrion
477247,Natalie Mahowald
441455,Catherine Mobley
297893,Derek Bailey
497959,Michael Loui
207154,Leszek Lilien
445717,Ratna Naik
432712,Zhichun Zhu
560478,Mohammad Khan
48787,Nachum Dershowitz
560818,Curt Schurgers
437217,Heather Boyles
557452,Arindam Banerjee
290087,Thomas Horan
451583,James Parkerson
68374,Richard W. West
513893,Gary Parker
470197,Jennifer Vaughan
485777,Dezhe Jin
527652,Jacqueline Jackson
425217,Robert Bangert-Drowns
524877,Bo Zeng
485433,Erich Kaltofen
338056,Alexander Rudnicky
451985,Melanie Mitchell
210755,Jay Sears
511573,Bob Carpenter
343383,Michael Moshier
508374,Steven Johnson
213075,Carl VanHorn
531844,Joshua Radinsky
183052,Steven Gortler
553693,James McLurkin
82825,Elaine Eschen
156315,Weili Luo
120719,David Reddy
536996,Daniel Sorin
82577,Gerald Tofferi
313467,Patrick Widener
554461,Radu Marculescu
159244,Scott L. Collins
57005,David Wasley
99505,George Luger
527807,Ergun Akleman
557528,Miron Kaufman
451419,Christopher Rossbach
488622,Anne-Laure Fayard
388044,Bruce McMillin
333016,Virginia Torczon
145884,Reginald Garrett
360641,David Temperley
559429,Nadine Shillingford Wondem
480842,Sarat Dass
543415,Sohum Sohoni
472685,Gabriele Meiselwitz
550313,Genevieve Bartlett
128390,Alberto Vivoni
525613,Sanjoy Dasgupta
493579,John Rice
520920,Martial Hebert
205838,Pasko Rakic
298441,Huntington Willard
537266,Cindy Norris
362119,Peter Kuhn
92201,Scott Weinstein
34302,Martin Hamilton
291876,Doyle Knight
457430,Li-Shi Luo
202746,Zoran Budimlic
269188,Avrom Pfeffer
451966,Babak Hassibi
541978,Camille Kamga
555401,Huijie Xue
434716,Jaspal Subhlok
438661,Xiang-Gen Xia
373399,Constantin Chassapis
147466,Hudson Turner
550517,Zhong Shao
2370,Andres Matt
509594,Murti Salapaka
429867,Sung Mo Kang
166378,Young-Hee Yoon
217834,Christopher Healy
316426,Sanjoy Paul
366560,Hong-Wen Jiang
380243,Fotios Papadimitrakopoulos
367781,Shearon Brown
558322,Andrea Forte
30003,Herbert Wilf
267628,Krishna Sivalingam
560994,Joy Ying Zhang
553756,Markus Deserno
557162,Steven Lumetta
486497,William Holbach
181971,Elizabeth M. Dorland
522314,Roberto Camassa
554450,Andres Kwasinski
212922,Teresa Harrison
440155,Alan Borning
320271,Gene Golub
554891,Charles Weatherford
362232,Jeffrey Hopwood
43555,J Catten
564180,Kenji Yoshigoe
562871,Georgios Fainekos
474365,Kim Factor
383969,Alyssa Apsel
438795,Vladimir Filkov
11788,Ajoy Datta
484022,Roshan D'souza
94786,Luiz DeRose
550747,Oded Regev
289606,Torrey Loucks
134347,Rong Lin
534198,Olga Papaemmanouil
514664,John Burleigh
521243,Melissa Smith
278181,Edward Applegate
503706,James Z. Wang
120434,Lethia Jackson
95769,Doyle Friskney
307820,Carlos Varela
459144,Heather Canary
562985,Michael Bernstein
288738,Stanley Wasserman
439788,Eric Stahlberg
536899,William Carlson
247564,Olivia Sheng
498904,Jerome Cox
508246,Kurt Anderson
359365,Johnetta Davis
462902,Yul Chu
559287,Byravamurthy Ramamurthy
555427,James Gardner
535441,Mark Green
541882,VICTOR PRECIADO
457810,N. Sri Namachchivaya
56622,John Leggett
173825,George Loriot
534458,Swastik Kopparty
404568,Neal Katz
518391,Daniela Tuninetti
559080,Zhanqing Li
451487,Yan Huang
432768,Leonard Shapiro
30788,Gary Wheaton
228438,Philip Tarnoff
550997,Bobak Nazer
474129,Christian Poellabauer
548022,Ezra Bar Ziv
492059,Wensheng Zhang
561621,Jannick Rolland
565089,Huzefa Rangwala
485952,Alexander Dean
530523,Sheila Hemami
562961,John Quarles
486344,Milind Buddhikot
533169,Sousan Arafeh
554550,Thomas Dietterich
489739,Chandra Kambhamettu
299749,Deb Roy
451934,Patricia Keating
456465,Susanne Wetzel
156064,Nick Menhart
226185,Andreas Nowatzyk
534274,Aaron Roth
262297,Jane Veeder
389155,Robert L. Sanford
320601,Edee Wiziecki
549839,Seth Pettie
189619,Paul Gherman
163585,Ramesh Yerraballi
562721,Clifford Stein
451346,Gary Benson
538208,Steven Salzberg
410651,Serge Luryi
542362,Jennifer Schneider
253668,Frank Lu
529972,John Kappelman
500872,Peter Jung
528377,Joshua Dehlinger
368593,Alfred Weaver
559269,Don Gruenbacher
506756,W Randolph Franklin
557849,Kurt Squire
495282,Sanjoy Mitter
92131,Gregg Jernigan
541936,Yogendra Joshi
554914,Sandra DeLoatch
386462,Jonathon Richter
397891,Christopher Ault
556394,Michael Graham
392004,Brian Schrag
548078,Ting Yu
213678,Paula Kohler
94627,Rimli Sengupta
213689,Blythe Durbin
167434,Myron Salamon
517683,James Lee
541859,Luay Nakhleh
426344,Roberto Horowitz
560559,Sriraam Natarajan
292885,Kathleen Knobe
305902,Mohamed Zohdy
91528,Arthur Newton
497480,Vishal Misra
214137,Vasileios Hatzivassiloglou
384485,John Bennett
511108,John Reynolds
562346,Mingzhou Ding
531487,Christopher Buskirk
548269,Sennur Ulukus
559568,Niklas Elmqvist
564751,Sean Peisert
397074,Huong Dinh
446710,Mohammed Yeasin
415590,Juan Iglesias
401760,Thomas Reps
485936,Alexander Vardy
30844,Lincoln Fuqua
225946,Miguel Ruiz
523119,Tarek El-Ghazawi
457467,Richard Gomulkiewicz
264297,Dara Entekhabi
557223,Sanjay Krishna
297657,Arnold Hagler
289903,Thomas Dean
290244,Michael Frenklach
556971,Stephen Wilson
529656,Mark Williams
493325,Viktor Gruev
336119,John Solie
391432,Orly Alter
438686,Andreas Stolcke
560800,Lucy Shapiro
560896,Marco Maratea
291145,Bennett Bertenthal
243729,Weilie Zhou
543957,Ronald Mak
348451,Balaji Prabhakar
486281,Alexander Russell
513225,Phillip Gould
543571,Ziliang Zong
109667,Thomas Sederberg
561887,Flavio Fenton
490435,Mark Arend
560823,Elizabeth MacDonald
564650,Matthew Campbell
459219,Milan Stojanovic
550881,George Kollios
206740,Jill Crisman
239245,Bridget Carragher
306096,James Bramble
421195,Seth Sanders
420997,Siddharth Suryanarayanan
229551,Fillia S. Makedon
563633,Alessandro Canossa
336176,Subhasish Mazumdar
505391,Rahul Sami
39296,Patrick Calhoun
460071,Jody Priselac
397101,Henri Casanova
91610,Juin Liou
30602,Costas Georghiades
173354,Geoffrey Goodhill
544312,John Marston
517766,Ronitt Rubinfeld
438188,Ingolf Krueger
226278,David Poole
495599,Walter Scheirer
33860,Dorothy Zeller
528336,J Ramon Arrowsmith
557530,Haodong Wang
471813,Mark McKenney
550978,James Hoe
464165,Timothy Thomas
459103,Margeaux Johnson
460481,Adam Anderson
498101,Yuanfang Cai
371225,Michael Christel
529249,Barbara Gee
33182,Jorge Garcia
518361,Weng Chew
269399,Tom Lookabaugh
563433,Mark Allman
528844,Charles Wallace
486076,Tulay Adali
550668,Daren Cline
562774,Adam Lopez
536867,Young-Jun Son
496631,Nathan Michael
550154,Thomas Eisenbarth
459062,John Owens
258674,Timothy Daly
451067,Stephen Brookes
559197,Daniel Massey
348026,Joe Kilian
496882,YangQuan Chen
507065,Jurij Leskovec
376366,Brook Milligan
549691,Brett Hemenway
522162,Horst Severini
549076,Christine Cunningham
553642,Venkataramana Ajjarapu
109806,Dawn MacLaughlin
555514,Kristin Williams
162482,Christina Kennedy
369802,Aniket Bhattacharya
518257,Kostas Orginos
537785,Mark Hansen
530445,Stephen Edwards
553687,Carolyn Beck
261845,De Witt Sumners
126686,Don Coleman
230250,Stephen DeWeerth
251023,Nicholas Howe
502032,Hao Chen
537210,Ron Coleman
509566,Rhonda Franklin
495329,Hongwei Zhang
106596,Gary Wittlich
380740,Don Tobin
252606,Debra Eischen
534466,Shrideep Pallickara
464114,Clement Allen
266172,Janet Wang
558126,Ovidiu Daescu
437415,Joseph Ayers
561945,Adrian Bejan
560879,Brandeis Marshall
563726,Mihai Burzo
116758,Ibrahim Hajj
284904,Amy Trentham-Dietz
517993,Alex Groce
550110,Darko Stefanovic
538173,Amitabha Chakrabarti
529131,Narayanan Chatapuram Krishnan
546109,Cynthia Furse
409487,William Cannon
541913,Kenneth De Jong
313642,Thomas Knight
538629,James Wilgenbusch
100900,Timothy Chan
551082,Elisa Barney Smith
496977,Han-Li Liu
289924,Michael McQuaid
507886,Shanmugavelayu Muthukrishnan
545988,Joyce Yen
146255,Viswanath Venkatesh
454370,Claudia Pasquero
2049,Beverly Huey
537390,Emily Hill
527079,David Culler
30739,Joe Pena
523523,Pelagia Gouma
228052,Foster Provost
311639,Paul Fletcher
549767,Scott Fleming
529805,Douglas Lind
533297,Scott King
431737,Malworsth Blake
43894,Frank Lin
54389,Lloyd Trefethen
526291,Anton Kruger
251326,Douglas D. Frey
425238,David Weintraub
564733,Jeffrey Johnson
448675,Wei Jiang
204105,John Hehr
475447,Hillel Chiel
264837,Wayne G. Lutters
485958,Farinaz Koushanfar
317434,Kenneth Forbus
539187,Albert Lin
438785,Scott Pike
297892,Clinton Jeffery
205771,Marcy Rosenkrantz
529966,Helen Aristar-Dry
525000,Karolos Grigoriadis
444454,Stefan Robila
194334,Roland de Szoeke
371078,Bess Fjordbak
510275,William Fink
471036,Nancy Mahoney
315564,Scott Leutenegger
255925,Mohammad Karim
241298,Gregory R. Andrews
553574,Yufeng Xin
486233,Songqing Chen
359564,Lina Karam
554881,Kenneth Williams
538223,Larry Biehl
523088,Nancy Wong
528234,Zachary Peterson
228065,Ilya Pollak
539293,Cynthia Atman
563736,Jane Prey
167898,Judith Whipple
364780,Michael Rice
558117,Christoph Csallner
457205,Karrie Karahalios
521840,Arun Somani
309212,Ali Mili
564308,Rosanna Guadagno
531790,Karl Deisseroth
451827,Paul Tarau
463328,Robion Kirby
485607,Mehran Mehregany
421226,Nikolaos Tsekos
410030,Jerry Gibson
555556,Robert Hull
501968,Michael Wakin
518535,Manuela Veloso
17480,Neal Gallagher
423120,Hugo Rossi
518508,Ahmed Elgammal
518010,Alfred Hero
365895,Sang-Hee Lee
560968,Arvind Raman
480606,Sarbani Basu
410331,William Arms
60585,Steven Weisler
452845,Fan Chung Graham
549967,Leonid Moroz
459106,Benjamin DeVane
343461,Ilene Frank
57432,Mark Leone
173279,Gilles Laurent
553624,Athanasios Tzempelikos
494774,Bahgat Sammakia
531029,Brian Voss
425082,Tong Lai Yu
452092,Sara Majetich
427476,Kaustubh Bhalerao
270247,Arpad Berg
463071,Douglas Comer
521343,Patrick Lincoln
541883,Alejandro Ribeiro
533266,H. Jagadish
397010,Sharath Girimaji
140730,Fereidoon Sadri
361289,James Reggia
512215,Mustafa Gursoy
545256,Susanne Yelin
528830,Herbert Sauro
491679,Shantanu Chakrabartty
346806,Hin Hark Gan
377576,Colleen van Lent
67313,Diana Blazis J
321344,Steven Dunn
488898,Duane Shell
424165,Edwin Selker
533371,Fernando Perez
495795,Gregory Jackson
555090,David Baker
339275,Steven Fiorino
505774,Robert Cohen
560393,Wei-keng Liao
508159,Kavita Bala
550866,Timothy Bretl
549808,Julia Chuzhoy
550999,Alessandro Orso
236924,E. Christopher Lewis
299040,Laurens Tromp
425923,Monica Brockmeyer
383153,Daniel Quinlan
262264,Raymond Madachy
463137,Ersin Uzun
543597,William Symes
276726,Gerald DeJong
521587,Marc Olano
410498,Enrico Vesperini
558377,Bahram Parvin
518499,Shaojun Wang
538708,Bertram Ludaescher
60066,Marilynn Livingston
445141,Terry Orlando
193735,Henry Snyder
117483,Roy Turner
536598,Noah Wardrip-Fruin
120437,Manohar Mareboyana
33594,Mary Spence
371256,Michael Byrne
451438,Zhongfei Zhang
531589,D. Tipper
30754,Wayne Henegar
351043,Gigi Karmous-Edwards
518427,Michael Saks
462040,Robert Jan Stevenson
557555,Jeff Bokor
523370,Jennifer Jacobs
508086,Adam Wendling
184275,Michele Cloonan
408636,Wolfgang Gatterbauer
112972,Taghi Khoshgoftaar
487172,Robert Marc Friedman
551795,Coye Cheshire
496764,Adrian Perrig
253766,Ilesanmi Adesida
12341,Ahmed El-Haggan
328464,Marc P. Fossorier
333951,Scott Stevens
263350,R. Richard Summerhill
479847,Sridhara Dasu
214082,Sharon Gillett
493225,James Garrett
517912,Aruna Balasubramanian
156824,Dipankar Dasgupta
526514,James Duderstadt
501549,Loren Schwiebert
564241,Robert Bryant
466839,Michael Dahlin
291896,Sudipto Ghosh
319083,John Suess
560252,Manohar Narayanamurthi
417553,Alex Bui
562286,Prasad Calyam
157665,Daniel Leivant
557696,Suzanne Lenhart
425912,Thomas Wesselkamper
551202,Lifeng Lai
308217,Craig Chase
297417,Ryosuke Motani
217711,Dimitrie Popescu
553658,Linh Thi Xuan Phan
168543,Sylvia Aldebol
543521,Mohamed Eltabakh
561582,David Kaplan
90253,M. Corson
120659,Nelson Max
164309,Donald Twieg
456988,Alejandro Strachan
450850,Alexander Levin
258107,Branimir Vojcic
565135,Srinivas Aluru
458795,Srinivasan Seshan
565201,Qing Xiang
456054,Catherine O'Connor
554303,Raegen Miller
555024,Michael Zinn
340351,John (Jack) Sullivan
554177,Pankaj Agarwal
470115,Parag Chordia
257568,Michael Neblo
554523,Evdokia Nikolova
485667,Stephan Olariu
214144,Sven Fuhrmann
550870,Brian Magerko
297596,Matthew Welsh
526901,Claire Tomlin
559770,David Wentzlaff
33529,Roy Burke
528007,Wendy DuBow
530973,Jeannette Yen
193445,Howard Michel
536823,Christopher White
560564,David Traum
416010,Oliver Yu
164101,Samuel Collis
522178,Wenfang Sun
554930,Lei Huang
521221,Kingshuk Majumdar
394476,Kathy Faggiani
427184,Godmar Back
96309,Pradeep Khosla
144659,Dimitrios Hristu-Varsakelis
550117,Bei-Tseng Chu
563452,Russell Schwartz
553512,Nicholas Maxemchuk
533134,Kuo Chu Chang
265176,James Ashe
508528,Jeffrey Bilmes
533982,Errin Fulp
313254,Richard Boland
497120,Fred Volkmar
96339,George Cybenko
545232,Eric Hirschmann
167115,Michael Pique
540484,Cecilia Clementi
436204,Dimitri Mavriplis
232639,David Blackman
107865,Stephen Pizer
409082,Steven Bogaerts
346688,Lawrence Snyder
26067,Hazekiah Adeyemi
513727,Paula Rayman
563791,Kirk Cameron
509294,Sandip Kundu
559454,Anthonette Pena
529389,Carrie Gates
486185,Sudipto Guha
521239,Walter Ligon
518179,Robert Nowak
226683,David Farwell
495105,Fred Ogden
563209,Andrew Olney
513156,Sanjay Joshi
560758,Dilip Gersappe
512600,Leonard Mueller
97614,Raymond Neff
52829,Terrance Swift
12119,Lee Semsen
554109,Kristin Bennett
523294,Tomaso Poggio
534474,Nelly Fazio
228086,Barbara Peskin
531257,Uday Shanbhag
517279,Luca Trevisan
294786,Samuel Burer
13191,Steven Hanks
391752,Barry Zink
553187,David Johnson
549925,Robert Miller
564305,Cristinel Ababei
349617,Woonghee Huh
490641,Tai-Chi Lee
536390,Frank Burbrink
425198,Dongxiao Zhu
113494,David Walnut
225943,Richard Almon
448245,Yoram Rubin
280018,Arthur Karshmer
513752,Dorota Huizinga
453587,David Redlawsk
379378,Venkatramanan Subrahmanian
546744,Frederic Theunissen
527920,Kimberly Kendricks
511370,Jyh-Ming Lien
495787,Thomas Hoye
548295,Gilly Leshed
559417,John Downie
39765,Assunte Vigliante
148168,Tommy Guess
213608,Elizabeth Lawley
425804,Robert Reese
455453,Michael Schober
426671,Theron Hendrix
491930,John Melngailis
384160,Christina Leslie
558330,Anu Gokhale
498258,Wuxu Peng
194007,Donald Wilhite
550101,David Danks
179263,Gour-Tsyh Yeh
283030,Peter Stiller
58411,Joseph Bannister
485598,Eric Michielssen
461988,Ariel Felner
489675,Ron Proctor
528704,Matthew Benacquista
74133,Satish Tripathi
553478,Hongrui Jiang
99886,John Hannan
518526,Assefaw Gebremedhin
216657,Ronald Morgan
443223,David Kirsh
113936,Mehdi Harandi
419800,C. David Page
526198,Ashok Samal
558498,Richard Vuduc
485916,Linda Milor
519649,Katy Borner
434023,Jason Robert
320788,Peter Taylor
464575,Nancy Zhang
548603,Kenneth Sassen
552840,A. Lynn Stephens
539039,Niki Pissinou
429532,Marcus Feldman
336179,Srinivas Mukkamala
511575,Craig Stewart
57122,Robert Struble
560926,Deborah Estrin
101955,Joseph O'Sullivan
518658,Kenneth Yocum
380954,Konstantin Likharev
460924,Carlos Thomas
345620,Marc Hauser
557296,Margrit Betke
516987,Nicole Immorlica
548388,Shalini Ghosh
531874,Lang Tong
402676,Kathleen Smith
140158,Jonathan Millen
30791,Bob Reed
537119,Yiming Ji
540417,Emre Brookes
214228,Wayne Myers
67300,David Swartz
402426,Marc Greenblatt
436600,Kelly A. Joyce
479050,Jarrod Roy
490643,Alan Freed
548336,Kenneth Mai
531903,Robert Constable
186846,S. Cenk Sahinalp
315316,Abhijit V. Deshmukh
485802,Daniel Dougherty
389067,Robert Hart
115774,Frank Ciarallo
117703,Alan Bell
392322,Bongki Moon
409933,Chee Yap
334127,William Horton
485726,Nicholas Ward
522222,Barbara Cutler
502304,Bryan Ford
224067,Ellen Goldberg
560634,Janet Vertesi
201136,Takis Sakkalis
429609,Julian Lombardi
420930,Dominic K.C. Ho
475721,- Robby
533183,Anupam Joshi
544661,Ender Ayanoglu
517378,John Hart
559226,Sean Robbins
537408,Stephen Grossberg
353249,Kelvin Droegemeier
464205,Mark Zonfrillo
498150,Michael Black
541919,Holly Rushmeier
343275,Timothy McPhillips
481886,Joseph Barba
217779,Edward Auer
523190,Guy Riefler
134510,Hitay Ozbay
451774,Nael Abu-Ghazaleh
526376,XiaoFeng Wang
472105,Kenneth Rosenberg
140618,David Robinson
377744,Vasily Astratov
549465,Levi Hargrove
167184,Suzanne Weghorst
563526,Masanobu Shinozuka
410053,Kristian Hammond
532009,Jaideep Srivastava
490501,Lening Zhang
554349,Shishir Shah
550534,Paris Smaragdis
503860,George Adams
427334,Mark Klein
551073,Mary Manhein
383082,Mark Straka
561105,Donald Forsyth
452998,Pejman Rohani
410653,Ridha Kamoua
506076,Ann Liebschutz
554382,Larry Smarr
51468,Rui de Figueiredo
33736,Blakey Crowe
250107,Rajeev Rastogi
439613,Jaime Davila
530960,Roberta Johnson
124941,Chris Kemerer
384401,Yann LeCun
425868,Cheryl Swanier
309150,Hyunyoung Lee
148885,Judith Boettcher
507064,Christopher Potts
165715,Ramayya Krishnan
558848,John Cavazos
451533,Ivan Selesnick
465262,David Pritchard
560438,Haim Grebel
478368,Luis Polo-Parada
489959,Paul Schopf
439718,Doris Carver
486330,Chuck Cranor
142702,George McConkie
388363,Katta Reddy
450745,Uta Ziegler
6849,Nancy Brown
463055,Thomas Anderson
562893,David Nelson
559567,Remco Chang
526922,Patrick Martin
531761,Harish Viswanathan
510715,James Schauer
353802,Douglas Goodman
539708,Michael Piasecki
438733,Kim Hazelwood
371994,Walter Gerstle
56979,Sumanta Guha
24133,Michael Case
144524,G. Drew Kessler
190709,Patrick O'Leary
542300,Cheryl Seals
521556,Patrick McDaniel
17256,Mark Garrett
49069,Charles Elkan
563201,Marija Ilic
558320,Brian Dorn
465856,William Mischo
24192,Richard J. Anderson
497824,Lawrence Baker
489873,Kevin Skadron
347862,Kim Kihlstrom
